"ImageId","Label"
1,47.7903989544705
2,57.4958524928583
3,63.6428159603499
4,51.8325554569036
5,44.6545221512054
6,50.761694350934
7,46.3375472552803
8,47.063656617736
9,52.6845000475133
10,52.6335051273053
11,57.5125087514447
12,44.8363538448553
13,49.5733372509254
14,50.0156075830762
15,54.0845809354399
16,47.0206411356511
17,46.0957181958793
18,44.4909396627284
19,56.4944811691805
20,51.3046465086237
21,51.3747018313648
22,49.8177559188516
23,55.5228837819515
24,44.5889342180837
25,51.4167642292412
26,51.5411951674723
27,44.6294385141975
28,48.4409723434593
29,50.7089805809973
30,53.814609503931
31,58.3278022582493
32,54.0738503121957
33,65.0630375661893
34,50.0357161845222
35,54.0427457912679
36,51.4740030515064
37,47.4034703827346
38,51.0062629944271
39,47.8053730397665
40,61.2346666561928
41,48.1973971189802
42,61.3011350419325
43,48.9579445559821
44,52.3340739014092
45,48.3736245833886
46,57.0598760498245
47,53.5698479204451
48,48.1672495969754
49,52.866887442491
50,48.7053840972448
51,55.8399800223297
52,60.5608710971817
53,48.9532330608514
54,51.072134873984
55,46.5332059879418
56,53.6783986263505
57,50.8839215922212
58,55.411134260684
59,47.3204638555581
60,47.2196655887009
61,49.9923733754379
62,50.5754792700534
63,58.2521761708374
64,50.6285366052014
65,54.7006004065489
66,43.5009283255125
67,53.9924885116217
68,49.540542996103
69,44.5804278644002
70,46.1162698227524
71,54.0354686482068
72,43.8719020657515
73,58.3903314172333
74,50.6583710377461
75,59.0719171209829
76,48.3649228124703
77,47.3264503364323
78,62.0494876236388
79,49.0814411472417
80,51.2932924253427
81,52.8282874070168
82,48.7728477045336
83,47.5950319081633
84,44.7201186883957
85,47.8949019470864
86,55.9184769048268
87,49.2992268664947
88,47.3735113059494
89,52.1911251069491
90,39.7165252213137
91,50.7054931596256
92,57.0910380941896
93,49.0514134520835
94,51.600045866447
95,66.6700309065494
96,56.8314264900929
97,54.8609018843808
98,44.2604913524941
99,47.9229316763284
100,51.6272978390233
101,53.5678629365021
102,61.214231889092
103,48.4284358548815
104,60.7112887017601
105,65.225059311073
106,46.6484188009114
107,41.265062093806
108,47.3655005919945
109,49.9713891036025
110,56.8370017364978
111,48.467076484011
112,51.6205672456793
113,51.9447518545376
114,48.3115021955593
115,59.1550626290739
116,53.0355549727729
117,59.5832860591715
118,55.7522405971086
119,57.440597971122
120,54.4865281195229
121,52.0693666240196
122,59.7512823012038
123,54.3012451577715
124,51.2674382802029
125,56.7287925741977
126,50.0177372528859
127,51.5007580330741
128,57.8425377882661
129,49.6641957972006
130,64.4835191467291
131,49.7486789229021
132,46.1123393506202
133,44.3692953934254
134,48.9317748757491
135,46.411601205106
136,46.3042783054446
137,47.7129121613275
138,51.6063700499042
139,52.8105985152217
140,43.7085956375343
141,45.0911751316999
142,58.705811098087
143,48.4366977812693
144,44.7663366209299
145,48.3960290834884
146,47.1607810689664
147,44.9723064319353
148,52.1066553273237
149,45.1769384436681
150,47.2519199925002
151,51.7601903844561
152,44.7436038071312
153,59.2297303150814
154,55.5150833252631
155,47.4911476065805
156,53.7220694029519
157,43.7751649530126
158,52.7302301712036
159,51.7756180471404
160,53.3072596066964
161,52.1731373996712
162,55.3146055486517
163,53.0262073374001
164,52.4295420519799
165,60.8570905623604
166,52.4629137430014
167,54.5613671954007
168,49.1968401325276
169,45.9674356969833
170,51.6775483564404
171,48.2703213921777
172,50.2009130079779
173,39.1778494165017
174,52.3317298808593
175,46.8950059744916
176,55.6214505489581
177,63.0724318189811
178,51.2903542142415
179,41.8814801730976
180,53.6376612413063
181,56.7945930106067
182,49.0238819193839
183,48.9210489492603
184,48.7303965705547
185,39.9128441695147
186,57.1208732322002
187,59.5261053736508
188,55.702121308944
189,48.7712103991578
190,52.3824254463496
191,48.8678893463593
192,54.7998028834394
193,45.322054149303
194,45.4232785591653
195,46.2084047312404
196,45.1159640633641
197,48.3126733370305
198,53.3095565362616
199,63.6768404534526
200,53.9023069669392
201,49.5111800532682
202,51.9644983361003
203,59.2782215992056
204,55.4390157855856
205,47.6824129396252
206,56.5772317732474
207,44.1334162535078
208,48.654174193745
209,50.6564622461679
210,47.9653432411103
211,46.8751670890269
212,49.2799775123109
213,63.1055207546507
214,58.2093764546195
215,52.3103859708778
216,50.7221787910205
217,56.6742326288445
218,44.1651003627259
219,57.9777758506555
220,56.6626513426171
221,52.3254013281491
222,49.7453401986106
223,54.4631252410646
224,52.0612959878874
225,55.5903706409566
226,57.1193965566056
227,46.2014301468103
228,56.0226941611868
229,42.6347702664507
230,46.6099454033477
231,59.5310531716829
232,43.6316167730604
233,48.2616446467124
234,52.2953741572649
235,57.8296456892997
236,51.2503993303755
237,50.5333105630051
238,55.9639301313736
239,54.9437005197389
240,40.9513343371271
241,53.0594470718806
242,69.5358573996583
243,51.7510016376576
244,47.4018793085325
245,48.635216197853
246,51.8583604029033
247,49.8254601794038
248,54.575142413474
249,52.6561401735336
250,42.9435348047873
251,62.930531272987
252,52.2056898008413
253,53.7744889231288
254,53.0699890333537
255,47.4502933774778
256,45.7059234157796
257,53.5639620796632
258,49.0950350663339
259,46.9490991155216
260,46.4511235949079
261,58.4378339023548
262,52.5357468865857
263,50.7280868670445
264,53.9759076184681
265,46.3760000948152
266,45.4688578597158
267,61.8734303761019
268,53.6517781386163
